Date,Account Type,Account Name,Category,Revenue Amount,Expense Amount,COGS,Gross Profit,Operating Expenses,Operating Profit (EBIT),Net Profit,Current Assets,Non-Current Assets,Current Liabilities,Non-Current Liabilities,Equity,Cash Inflows,Cash Outflows,Net Cash Flow,Cash Flow Category,Department,Region,Project,Currency,Budget Amount,Actual Amount
2020-12-31,Expense,Insurance Expense,Operating,0.0,50106.5,0.0,0.0,50106.5,-50106.5,-50106.5,0.0,0.0,0.0,0.0,0.0,0.0,50106.5,-50106.5,Operating,Finance,North America,Customer 360 Initiative,USD,52572.17,50106.5
2020-12-31,Expense,Travel Expense,Operating,0.0,118382.08,0.0,0.0,118382.08,-118382.08,-118382.08,0.0,0.0,0.0,0.0,0.0,0.0,118382.08,-118382.08,Operating,Sales,Middle East,Middle East Distributor Program,USD,140708.31,118382.08
2020-12-31,Expense,Insurance Expense,Operating,0.0,69930.9,0.0,0.0,69930.9,-69930.9,-69930.9,0.0,0.0,0.0,0.0,0.0,0.0,69930.9,-69930.9,Operating,Finance,Europe,Debt Refinancing 2024,EUR,87402.52,69930.9
2020-12-31,Expense,Insurance Expense,Operating,0.0,24357.36,0.0,0.0,24357.36,-24357.36,-24357.36,0.0,0.0,0.0,0.0,0.0,0.0,24357.36,-24357.36,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,29751.88,24357.36
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,142450.06,0.0,0.0,142450.06,-142450.06,-142450.06,0.0,0.0,0.0,0.0,0.0,0.0,142450.06,-142450.06,Operating,Marketing,Asia-Pacific,AI Sales Copilot,JPY,119279.29,142450.06
2020-12-31,Expense,Utilities Expense,Operating,0.0,73061.04,0.0,0.0,73061.04,-73061.04,-73061.04,0.0,0.0,0.0,0.0,0.0,0.0,73061.04,-73061.04,Operating,Operations,North America,Product Launch Q3,USD,89772.43,73061.04
2020-12-31,Expense,R&D Expense,Operating,0.0,61777.65,0.0,0.0,61777.65,-61777.65,-61777.65,0.0,0.0,0.0,0.0,0.0,0.0,61777.65,-61777.65,Operating,IT,North America,Cybersecurity Hardening,USD,71418.66,61777.65
2020-12-31,Expense,Salaries & Wages,Operating,0.0,75912.37,0.0,0.0,75912.37,-75912.37,-75912.37,0.0,0.0,0.0,0.0,0.0,0.0,75912.37,-75912.37,Operating,HR,Asia-Pacific,AI Sales Copilot,JPY,78876.82,75912.37
2020-12-31,Expense,Salaries & Wages,Operating,0.0,5996.33,0.0,0.0,5996.33,-5996.33,-5996.33,0.0,0.0,0.0,0.0,0.0,0.0,5996.33,-5996.33,Operating,HR,Asia-Pacific,AI Sales Copilot,JPY,5447.39,5996.33
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,322986.3,0.0,0.0,322986.3,-322986.3,-322986.3,0.0,0.0,0.0,0.0,0.0,0.0,322986.3,-322986.3,Operating,Marketing,North America,Customer 360 Initiative,USD,385777.89,322986.3
2020-12-31,Expense,Professional Services,Operating,0.0,58133.3,0.0,0.0,58133.3,-58133.3,-58133.3,0.0,0.0,0.0,0.0,0.0,0.0,58133.3,-58133.3,Operating,Finance,North America,Product Launch Q3,USD,52915.06,58133.3
2020-12-31,Expense,Rent Expense,Operating,0.0,151948.63,0.0,0.0,151948.63,-151948.63,-151948.63,0.0,0.0,0.0,0.0,0.0,0.0,151948.63,-151948.63,Operating,Operations,Middle East,Digital Self-Service Portal,USD,153263.46,151948.63
2020-12-31,Expense,R&D Expense,Operating,0.0,54135.17,0.0,0.0,54135.17,-54135.17,-54135.17,0.0,0.0,0.0,0.0,0.0,0.0,54135.17,-54135.17,Operating,IT,Asia-Pacific,APAC Growth 2023,JPY,59693.62,54135.17
2020-12-31,Expense,Professional Services,Operating,0.0,295109.03,0.0,0.0,295109.03,-295109.03,-295109.03,0.0,0.0,0.0,0.0,0.0,0.0,295109.03,-295109.03,Operating,Finance,Middle East,ERP Implementation,USD,264356.14,295109.03
2020-12-31,Expense,Travel Expense,Operating,0.0,158634.02,0.0,0.0,158634.02,-158634.02,-158634.02,0.0,0.0,0.0,0.0,0.0,0.0,158634.02,-158634.02,Operating,Sales,North America,Customer 360 Initiative,USD,170820.57,158634.02
2020-12-31,Expense,Insurance Expense,Operating,0.0,112543.76,0.0,0.0,112543.76,-112543.76,-112543.76,0.0,0.0,0.0,0.0,0.0,0.0,112543.76,-112543.76,Operating,Finance,Asia-Pacific,Cloud Migration,JPY,109286.6,112543.76
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,19461.52,0.0,0.0,19461.52,-19461.52,-19461.52,0.0,0.0,0.0,0.0,0.0,0.0,19461.52,-19461.52,Operating,Marketing,North America,New Pricing Model 2.0,USD,22244.65,19461.52
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,27865.34,0.0,0.0,27865.34,-27865.34,-27865.34,0.0,0.0,0.0,0.0,0.0,0.0,27865.34,-27865.34,Operating,Marketing,Africa,Working Capital Optimization,GBP,30396.47,27865.34
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,31156.13,0.0,0.0,31156.13,-31156.13,-31156.13,0.0,0.0,0.0,0.0,0.0,0.0,31156.13,-31156.13,Operating,Marketing,Asia-Pacific,AI Sales Copilot,JPY,28038.12,31156.13
2020-12-31,Expense,IT Software Subscriptions,Operating,0.0,51316.03,0.0,0.0,51316.03,-51316.03,-51316.03,0.0,0.0,0.0,0.0,0.0,0.0,51316.03,-51316.03,Operating,IT,Europe,Market Expansion Europe,EUR,55999.34,51316.03
2020-12-31,Expense,Salaries & Wages,Operating,0.0,228941.42,0.0,0.0,228941.42,-228941.42,-228941.42,0.0,0.0,0.0,0.0,0.0,0.0,228941.42,-228941.42,Operating,HR,Africa,Working Capital Optimization,GBP,207848.38,228941.42
2020-12-31,Expense,Travel Expense,Operating,0.0,195331.36,0.0,0.0,195331.36,-195331.36,-195331.36,0.0,0.0,0.0,0.0,0.0,0.0,195331.36,-195331.36,Operating,Sales,Africa,Digital Self-Service Portal,GBP,166456.43,195331.36
2020-12-31,Expense,Professional Services,Operating,0.0,17321.9,0.0,0.0,17321.9,-17321.9,-17321.9,0.0,0.0,0.0,0.0,0.0,0.0,17321.9,-17321.9,Operating,Finance,Asia-Pacific,Cloud Migration,JPY,21318.6,17321.9
2020-12-31,Expense,Utilities Expense,Operating,0.0,28179.16,0.0,0.0,28179.16,-28179.16,-28179.16,0.0,0.0,0.0,0.0,0.0,0.0,28179.16,-28179.16,Operating,Operations,North America,Cybersecurity Hardening,USD,26673.83,28179.16
2020-12-31,Expense,IT Software Subscriptions,Operating,0.0,37606.35,0.0,0.0,37606.35,-37606.35,-37606.35,0.0,0.0,0.0,0.0,0.0,0.0,37606.35,-37606.35,Operating,IT,North America,Product Launch Q3,USD,43086.34,37606.35
2020-12-31,Expense,Professional Services,Operating,0.0,71657.05,0.0,0.0,71657.05,-71657.05,-71657.05,0.0,0.0,0.0,0.0,0.0,0.0,71657.05,-71657.05,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,80914.9,71657.05
2020-12-31,Expense,Utilities Expense,Operating,0.0,77822.67,0.0,0.0,77822.67,-77822.67,-77822.67,0.0,0.0,0.0,0.0,0.0,0.0,77822.67,-77822.67,Operating,Operations,Europe,Debt Refinancing 2024,EUR,65090.01,77822.67
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,20615.32,0.0,0.0,20615.32,-20615.32,-20615.32,0.0,0.0,0.0,0.0,0.0,0.0,20615.32,-20615.32,Operating,Marketing,Asia-Pacific,Data Platform Modernization,JPY,21510.71,20615.32
2020-12-31,Expense,Salaries & Wages,Operating,0.0,23559.19,0.0,0.0,23559.19,-23559.19,-23559.19,0.0,0.0,0.0,0.0,0.0,0.0,23559.19,-23559.19,Operating,HR,North America,New Pricing Model 2.0,USD,24144.4,23559.19
2020-12-31,Expense,IT Software Subscriptions,Operating,0.0,142590.34,0.0,0.0,142590.34,-142590.34,-142590.34,0.0,0.0,0.0,0.0,0.0,0.0,142590.34,-142590.34,Operating,IT,North America,Cybersecurity Hardening,USD,127788.33,142590.34
2020-12-31,Expense,Rent Expense,Operating,0.0,228220.03,0.0,0.0,228220.03,-228220.03,-228220.03,0.0,0.0,0.0,0.0,0.0,0.0,228220.03,-228220.03,Operating,Operations,Europe,Market Expansion Europe,EUR,231761.31,228220.03
2020-12-31,Expense,Insurance Expense,Operating,0.0,17827.14,0.0,0.0,17827.14,-17827.14,-17827.14,0.0,0.0,0.0,0.0,0.0,0.0,17827.14,-17827.14,Operating,Finance,North America,New Pricing Model 2.0,USD,15813.01,17827.14
2020-12-31,Expense,R&D Expense,Operating,0.0,345747.89,0.0,0.0,345747.89,-345747.89,-345747.89,0.0,0.0,0.0,0.0,0.0,0.0,345747.89,-345747.89,Operating,IT,North America,New Pricing Model 2.0,USD,349766.72,345747.89
2020-12-31,Expense,Salaries & Wages,Operating,0.0,231161.45,0.0,0.0,231161.45,-231161.45,-231161.45,0.0,0.0,0.0,0.0,0.0,0.0,231161.45,-231161.45,Operating,HR,Asia-Pacific,APAC Growth 2023,JPY,268293.92,231161.45
2020-12-31,Expense,R&D Expense,Operating,0.0,79488.83,0.0,0.0,79488.83,-79488.83,-79488.83,0.0,0.0,0.0,0.0,0.0,0.0,79488.83,-79488.83,Operating,IT,Europe,Market Expansion Europe,EUR,68278.53,79488.83
2020-12-31,Expense,Professional Services,Operating,0.0,70145.88,0.0,0.0,70145.88,-70145.88,-70145.88,0.0,0.0,0.0,0.0,0.0,0.0,70145.88,-70145.88,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,83090.22,70145.88
2020-12-31,Expense,Insurance Expense,Operating,0.0,20184.57,0.0,0.0,20184.57,-20184.57,-20184.57,0.0,0.0,0.0,0.0,0.0,0.0,20184.57,-20184.57,Operating,Finance,Europe,Debt Refinancing 2024,EUR,19369.68,20184.57
2020-12-31,Expense,Rent Expense,Operating,0.0,452488.7,0.0,0.0,452488.7,-452488.7,-452488.7,0.0,0.0,0.0,0.0,0.0,0.0,452488.7,-452488.7,Operating,Operations,Europe,Working Capital Optimization,EUR,528466.09,452488.7
2020-12-31,Expense,IT Software Subscriptions,Operating,0.0,64842.43,0.0,0.0,64842.43,-64842.43,-64842.43,0.0,0.0,0.0,0.0,0.0,0.0,64842.43,-64842.43,Operating,IT,North America,Cybersecurity Hardening,USD,61084.76,64842.43
2020-12-31,Expense,Travel Expense,Operating,0.0,147914.44,0.0,0.0,147914.44,-147914.44,-147914.44,0.0,0.0,0.0,0.0,0.0,0.0,147914.44,-147914.44,Operating,Sales,Africa,Digital Self-Service Portal,GBP,130565.82,147914.44
2020-12-31,Expense,Travel Expense,Operating,0.0,105758.06,0.0,0.0,105758.06,-105758.06,-105758.06,0.0,0.0,0.0,0.0,0.0,0.0,105758.06,-105758.06,Operating,Sales,Middle East,Middle East Distributor Program,USD,110440.32,105758.06
2020-12-31,Expense,Professional Services,Operating,0.0,214405.56,0.0,0.0,214405.56,-214405.56,-214405.56,0.0,0.0,0.0,0.0,0.0,0.0,214405.56,-214405.56,Operating,Finance,Asia-Pacific,Cloud Migration,JPY,262467.66,214405.56
2020-12-31,Expense,Marketing & Advertising,Operating,0.0,243748.71,0.0,0.0,243748.71,-243748.71,-243748.71,0.0,0.0,0.0,0.0,0.0,0.0,243748.71,-243748.71,Operating,Marketing,North America,Cybersecurity Hardening,USD,249344.22,243748.71
2020-12-31,Expense,R&D Expense,Operating,0.0,178415.06,0.0,0.0,178415.06,-178415.06,-178415.06,0.0,0.0,0.0,0.0,0.0,0.0,178415.06,-178415.06,Operating,IT,Europe,Market Expansion Europe,EUR,154744.95,178415.06
2020-12-31,Expense,Professional Services,Operating,0.0,29404.79,0.0,0.0,29404.79,-29404.79,-29404.79,0.0,0.0,0.0,0.0,0.0,0.0,29404.79,-29404.79,Operating,Finance,Asia-Pacific,Data Platform Modernization,JPY,26953.31,29404.79
2020-12-31,Expense,Utilities Expense,Operating,0.0,45409.12,0.0,0.0,45409.12,-45409.12,-45409.12,0.0,0.0,0.0,0.0,0.0,0.0,45409.12,-45409.12,Operating,Operations,North America,Product Launch Q3,USD,40404.27,45409.12
2020-12-31,Expense,Professional Services,Operating,0.0,71035.67,0.0,0.0,71035.67,-71035.67,-71035.67,0.0,0.0,0.0,0.0,0.0,0.0,71035.67,-71035.67,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,67801.84,71035.67
2020-12-31,Expense,Travel Expense,Operating,0.0,82556.36,0.0,0.0,82556.36,-82556.36,-82556.36,0.0,0.0,0.0,0.0,0.0,0.0,82556.36,-82556.36,Operating,Sales,Middle East,Digital Self-Service Portal,USD,75212.98,82556.36
2020-12-31,Expense,Insurance Expense,Operating,0.0,20159.65,0.0,0.0,20159.65,-20159.65,-20159.65,0.0,0.0,0.0,0.0,0.0,0.0,20159.65,-20159.65,Operating,Finance,Middle East,Middle East Distributor Program,USD,17283.73,20159.65
2020-12-31,Expense,Professional Services,Operating,0.0,48059.25,0.0,0.0,48059.25,-48059.25,-48059.25,0.0,0.0,0.0,0.0,0.0,0.0,48059.25,-48059.25,Operating,Finance,Asia-Pacific,Cloud Migration,JPY,45002.68,48059.25
2020-12-31,Expense,Professional Services,Operating,0.0,60896.57,0.0,0.0,60896.57,-60896.57,-60896.57,0.0,0.0,0.0,0.0,0.0,0.0,60896.57,-60896.57,Operating,Finance,Asia-Pacific,AI Sales Copilot,JPY,57436.42,60896.57
2020-12-31,Expense,Salaries & Wages,Operating,0.0,12280.87,0.0,0.0,12280.87,-12280.87,-12280.87,0.0,0.0,0.0,0.0,0.0,0.0,12280.87,-12280.87,Operating,HR,Europe,Debt Refinancing 2024,EUR,11880.22,12280.87
2020-12-31,Expense,Utilities Expense,Operating,0.0,55208.96,0.0,0.0,55208.96,-55208.96,-55208.96,0.0,0.0,0.0,0.0,0.0,0.0,55208.96,-55208.96,Operating,Operations,Middle East,Digital Self-Service Portal,USD,53169.15,55208.96
2020-12-31,Expense,R&D Expense,Operating,0.0,10351.72,0.0,0.0,10351.72,-10351.72,-10351.72,0.0,0.0,0.0,0.0,0.0,0.0,10351.72,-10351.72,Operating,IT,North America,Product Launch Q3,USD,9938.43,10351.72
2020-12-31,Expense,Utilities Expense,Operating,0.0,13844.71,0.0,0.0,13844.71,-13844.71,-13844.71,0.0,0.0,0.0,0.0,0.0,0.0,13844.71,-13844.71,Operating,Operations,North America,New Pricing Model 2.0,USD,15825.53,13844.71
2020-12-31,Expense,Rent Expense,Operating,0.0,363615.72,0.0,0.0,363615.72,-363615.72,-363615.72,0.0,0.0,0.0,0.0,0.0,0.0,363615.72,-363615.72,Operating,Operations,Europe,ERP Implementation,EUR,358595.15,363615.72
2020-12-31,Expense,R&D Expense,Operating,0.0,7166.1,0.0,0.0,7166.1,-7166.1,-7166.1,0.0,0.0,0.0,0.0,0.0,0.0,7166.1,-7166.1,Operating,IT,Asia-Pacific,APAC Growth 2023,JPY,7926.13,7166.1
2020-12-31,Expense,Salaries & Wages,Operating,0.0,19629.9,0.0,0.0,19629.9,-19629.9,-19629.9,0.0,0.0,0.0,0.0,0.0,0.0,19629.9,-19629.9,Operating,HR,North America,Customer 360 Initiative,USD,20310.62,19629.9
2020-12-31,Expense,Utilities Expense,Operating,0.0,105356.98,0.0,0.0,105356.98,-105356.98,-105356.98,0.0,0.0,0.0,0.0,0.0,0.0,105356.98,-105356.98,Operating,Operations,Africa,Automation Wave 2022,GBP,128114.51,105356.98
2020-12-31,Expense,Depreciation Expense,Operating,0.0,81545.18,0.0,0.0,81545.18,-81545.18,-81545.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Capital Base Depreciation,GBP,93659.1,81545.18
2020-12-31,Expense,Depreciation Expense,Operating,0.0,101810.98,0.0,0.0,101810.98,-101810.98,-101810.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Middle East,Capital Base Depreciation,USD,114671.26,101810.98
2020-12-31,Expense,Depreciation Expense,Operating,0.0,172172.86,0.0,0.0,172172.86,-172172.86,-172172.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,North America,Capital Base Depreciation,USD,183826.11,172172.86
2020-12-31,Expense,Interest Expense,Financing,0.0,373322.31,0.0,0.0,0.0,0.0,-373322.31,0.0,0.0,0.0,0.0,0.0,0.0,373322.31,-373322.31,Financing,Finance,Africa,Debt Servicing,GBP,318169.05,373322.31
2020-12-31,Expense,Income Tax Expense,Taxes,0.0,726698.08,0.0,0.0,0.0,0.0,-726698.08,0.0,0.0,0.0,0.0,0.0,0.0,726698.08,-726698.08,Operating,Finance,North America,Tax Provision,USD,829279.35,726698.08
2020-12-31,Asset,Cash and Cash Equivalents,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19047360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Africa,Company-Wide,GBP,16361846.7,19047360.0
2020-12-31,Asset,Accounts Receivable,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21188489.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,North America,Company-Wide,USD,18619833.11,21188489.54
2020-12-31,Asset,Inventory,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20932301.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,North America,Company-Wide,USD,20295651.95,20932301.81
2020-12-31,Asset,Prepaid Expenses,Operating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5214589.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Europe,Company-Wide,EUR,5999155.12,5214589.1
2020-12-31,Asset,"Property, Plant & Equipment",Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103548472.05,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Asia-Pacific,Company-Wide,JPY,98611937.49,103548472.05
2020-12-31,Asset,Intangible Assets,Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18835296.8,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Middle East,Company-Wide,USD,15816022.84,18835296.8
2020-12-31,Liability,Accounts Payable,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15617709.4,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Europe,Company-Wide,EUR,13921357.06,15617709.4
2020-12-31,Liability,Accrued Expenses,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7032968.09,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Asia-Pacific,Company-Wide,JPY,7045614.37,7032968.09
2020-12-31,Liability,Short-Term Debt,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14007738.03,0.0,0.0,0.0,0.0,0.0,Financing,Finance,Africa,Company-Wide,GBP,16198403.51,14007738.03
2020-12-31,Liability,Deferred Revenue,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4628049.32,0.0,0.0,0.0,0.0,0.0,Operating,Finance,North America,Company-Wide,USD,4325753.47,4628049.32
2020-12-31,Liability,Long-Term Debt,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21993429.8,0.0,0.0,0.0,0.0,Financing,Finance,Middle East,Company-Wide,USD,20367439.32,21993429.8
2020-12-31,Liability,Lease Liabilities,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24325753.08,0.0,0.0,0.0,0.0,Financing,Finance,Europe,Company-Wide,EUR,21056498.54,24325753.08
2020-12-31,Equity,Common Stock,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604769.91,0.0,0.0,0.0,Financing,Finance,Europe,Company-Wide,EUR,1858654.72,1604769.91
2020-12-31,Equity,Retained Earnings,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91986959.44,0.0,0.0,0.0,Financing,Finance,Europe,Company-Wide,EUR,105559765.77,91638277.47
2020-12-31,Equity,Additional Paid-In Capital,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7917814.22,0.0,0.0,0.0,Financing,Finance,Asia-Pacific,Company-Wide,JPY,6901691.61,7917814.22
2020-12-31,Liability,Accounts Payable - Vendor Split,Financing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87696.01,0.0,0.0,0.0,0.0,0.0,Operating,Finance,Europe,Company-Wide,EUR,97759.1,87696.01
2020-12-31,Asset,PP&E - Construction in Progress,Investing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436378.0,0.0,0.0,0.0,0.0,0.0,0.0,Investing,Finance,Middle East,Company-Wide,USD,426844.67,436378.0
2021-01-31,Revenue,Service Revenue,Operating,527345.61,0.0,247338.01,280007.6,0.0,280007.6,280007.6,0.0,0.0,0.0,0.0,0.0,440413.33,0.0,440413.33,Operating,Operations,North America,Cybersecurity Hardening,USD,573772.36,527345.61
2021-01-31,Revenue,Service Revenue,Operating,233709.06,0.0,118916.38,114792.69,0.0,114792.69,114792.69,0.0,0.0,0.0,0.0,0.0,209748.39,0.0,209748.39,Operating,Sales,Middle East,Digital Self-Service Portal,USD,267628.85,233709.06
2021-01-31,Revenue,Service Revenue,Operating,254189.51,0.0,112714.94,141474.56,0.0,141474.56,141474.56,0.0,0.0,0.0,0.0,0.0,231581.97,0.0,231581.97,Operating,Marketing,Middle East,Middle East Distributor Program,USD,229351.0,254189.51
2021-01-31,Revenue,Product Sales,Operating,629522.81,0.0,336460.2,293062.61,0.0,293062.61,293062.61,0.0,0.0,0.0,0.0,0.0,568665.16,0.0,568665.16,Operating,Marketing,Asia-Pacific,Data Platform Modernization,JPY,546465.9,629522.81
2021-01-31,Revenue,Service Revenue,Operating,602868.47,0.0,326247.26,276621.21,0.0,276621.21,276621.21,0.0,0.0,0.0,0.0,0.0,525105.6,0.0,525105.6,Operating,Sales,North America,Product Launch Q3,USD,648115.12,602868.47
2021-01-31,Revenue,Product Sales,Operating,487425.2,0.0,237813.61,249611.59,0.0,249611.59,249611.59,0.0,0.0,0.0,0.0,0.0,407095.04,0.0,407095.04,Operating,Sales,North America,New Pricing Model 2.0,USD,553594.83,487425.2
2021-01-31,Revenue,Subscription Revenue,Operating,473999.3,0.0,232592.92,241406.38,0.0,241406.38,241406.38,0.0,0.0,0.0,0.0,0.0,400274.43,0.0,400274.43,Operating,Sales,Europe,Market Expansion Europe,EUR,464780.91,473999.3
2021-01-31,Revenue,Service Revenue,Operating,509312.25,0.0,294363.65,214948.6,0.0,214948.6,214948.6,0.0,0.0,0.0,0.0,0.0,435438.21,0.0,435438.21,Operating,Sales,North America,Product Launch Q3,USD,576301.2,509312.25
2021-01-31,Revenue,Product Sales,Operating,564412.49,0.0,323487.33,240925.16,0.0,240925.16,240925.16,0.0,0.0,0.0,0.0,0.0,511167.62,0.0,511167.62,Operating,Operations,North America,Customer 360 Initiative,USD,693806.07,564412.49
2021-01-31,Revenue,Licensing Revenue,Non-Operating,354132.36,0.0,175517.61,178614.75,0.0,178614.75,178614.75,0.0,0.0,0.0,0.0,0.0,304841.86,0.0,304841.86,Operating,Sales,Asia-Pacific,APAC Growth 2023,JPY,329705.11,354132.36
2021-01-31,Revenue,Licensing Revenue,Non-Operating,559252.48,0.0,302211.12,257041.36,0.0,257041.36,257041.36,0.0,0.0,0.0,0.0,0.0,479034.0,0.0,479034.0,Operating,Sales,Europe,Debt Refinancing 2024,EUR,468843.39,559252.48
2021-01-31,Revenue,Service Revenue,Operating,535281.61,0.0,234866.34,300415.27,0.0,300415.27,300415.27,0.0,0.0,0.0,0.0,0.0,480332.15,0.0,480332.15,Operating,Sales,Europe,Debt Refinancing 2024,EUR,571181.22,535281.61
2021-01-31,Revenue,Licensing Revenue,Non-Operating,615503.96,0.0,306896.8,308607.16,0.0,308607.16,308607.16,0.0,0.0,0.0,0.0,0.0,516742.15,0.0,516742.15,Operating,Marketing,Asia-Pacific,APAC Growth 2023,JPY,522814.28,615503.96
2021-01-31,Revenue,Subscription Revenue,Operating,299855.27,0.0,160959.2,138896.07,0.0,138896.07,138896.07,0.0,0.0,0.0,0.0,0.0,281030.74,0.0,281030.74,Operating,Operations,Middle East,Middle East Distributor Program,USD,279575.75,299855.27
2021-01-31,Revenue,Product Sales,Operating,364886.85,0.0,162893.73,201993.12,0.0,201993.12,201993.12,0.0,0.0,0.0,0.0,0.0,342005.85,0.0,342005.85,Operating,Sales,Africa,Working Capital Optimization,GBP,316648.05,364886.85
2021-01-31,Revenue,Subscription Revenue,Operating,383212.68,0.0,172744.24,210468.44,0.0,210468.44,210468.44,0.0,0.0,0.0,0.0,0.0,322604.43,0.0,322604.43,Operating,Marketing,Asia-Pacific,Cloud Migration,JPY,437830.99,383212.68
2021-01-31,Revenue,Maintenance Revenue,Operating,380064.83,0.0,160882.99,219181.84,0.0,219181.84,219181.84,0.0,0.0,0.0,0.0,0.0,360781.0,0.0,360781.0,Operating,Operations,Europe,Working Capital Optimization,EUR,409211.4,380064.83
2021-01-31,Revenue,Subscription Revenue,Operating,580332.01,0.0,306034.35,274297.66,0.0,274297.66,274297.66,0.0,0.0,0.0,0.0,0.0,482509.17,0.0,482509.17,Operating,Marketing,North America,Product Launch Q3,USD,587897.68,580332.01
2021-01-31,Revenue,Licensing Revenue,Non-Operating,242530.96,0.0,122094.26,120436.7,0.0,120436.7,120436.7,0.0,0.0,0.0,0.0,0.0,213038.37,0.0,213038.37,Operating,Operations,Middle East,Digital Self-Service Portal,USD,249457.94,242530.96
2021-01-31,Revenue,Subscription Revenue,Operating,314655.62,0.0,152489.18,162166.44,0.0,162166.44,162166.44,0.0,0.0,0.0,0.0,0.0,265208.6,0.0,265208.6,Operating,Operations,Middle East,Digital Self-Service Portal,USD,320666.27,314655.62
2021-01-31,Revenue,Product Sales,Operating,328822.82,0.0,154341.4,174481.42,0.0,174481.42,174481.42,0.0,0.0,0.0,0.0,0.0,296588.46,0.0,296588.46,Operating,Sales,Africa,Working Capital Optimization,GBP,334383.29,328822.82
2021-01-31,Revenue,Licensing Revenue,Non-Operating,510407.65,0.0,223642.33,286765.31,0.0,286765.31,286765.31,0.0,0.0,0.0,0.0,0.0,419664.76,0.0,419664.76,Operating,Marketing,Europe,ERP Implementation,EUR,569265.24,510407.65
2021-01-31,Revenue,Licensing Revenue,Non-Operating,550361.77,0.0,253895.05,296466.72,0.0,296466.72,296466.72,0.0,0.0,0.0,0.0,0.0,497218.48,0.0,497218.48,Operating,Sales,Asia-Pacific,Cloud Migration,JPY,522967.52,550361.77
2021-01-31,Revenue,Subscription Revenue,Operating,305262.3,0.0,154457.75,150804.55,0.0,150804.55,150804.55,0.0,0.0,0.0,0.0,0.0,278948.95,0.0,278948.95,Operating,Sales,Africa,Automation Wave 2022,GBP,277596.2,305262.3
2021-01-31,Revenue,Maintenance Revenue,Operating,513599.19,0.0,260209.2,253389.99,0.0,253389.99,253389.99,0.0,0.0,0.0,0.0,0.0,454278.26,0.0,454278.26,Operating,Sales,Europe,Working Capital Optimization,EUR,570826.05,513599.19
2021-01-31,Revenue,Product Sales,Operating,378056.8,0.0,163505.27,214551.53,0.0,214551.53,214551.53,0.0,0.0,0.0,0.0,0.0,347812.14,0.0,347812.14,Operating,Sales,Middle East,Middle East Distributor Program,USD,392440.73,378056.8
2021-01-31,Revenue,Product Sales,Operating,440282.1,0.0,191014.58,249267.51,0.0,249267.51,249267.51,0.0,0.0,0.0,0.0,0.0,410114.59,0.0,410114.59,Operating,Sales,North America,Cybersecurity Hardening,USD,415034.07,440282.1
